userid,timestamp,tweet_text,username,all_hashtags,followers_count,following_count,allnumberoftweetscount,retweets,likes 
1650601393,2020-11-21 23:30:47,"b""The core components of Bluzelle Oracles - it's will capitalize Defi exploration for #Blockchain applications, data curation and interoperability on different Chain. Another kep strength of #Bluzelle Oracles is the network value of Bluzelle Project. #Bluzelle $BLZ #dApp #Database https://t.co/U75NBLAvv8""",b'chadcol94811130',"['Blockchain', 'Bluzelle', 'Bluzelle', 'dApp', 'Database']",2704,2586,13534,0,5
262641807,2020-11-21 23:30:33,b'Food-Supply Giant Americold Admits Cyberattack https://t.co/YoQHt9OCms  #CyberSecurity #digital #Hackers #infosec @reach2ratan #malware #cloud #cloudsecurity #dataprotection #Privacy #infosec #informationsecurity #cloudcomputing https://t.co/vdTRyTuzvM',b'reach2ratan',"['CyberSecurity', 'digital', 'Hackers', 'infosec', 'malware', 'cloud', 'cloudsecurity', 'dataprotection', 'Privacy', 'infosec', 'informationsecurity', 'cloudcomputing']",26727,15261,51407,15,9
313615361,2020-11-21 23:30:11,b'Opportunity Costs of #Cloud  The biggest #adoption of cloud is with new applications. #Organizations are writing #code specifically knowing that the #application is going to be built for the cloud.  Learn more by downloading our #Infographic here: https://t.co/Rn3o7CsAVB https://t.co/vLZwogeQuO',b'_KeyInfo_',"['Cloud', 'adoption', 'Organizations', 'code', 'application', 'Infographic']",4697,4374,7406,2,2
903576157685248000,2020-11-21 23:30:09,b'Here is how to use comedy to elevate your #security #awarenesstraining programs... https://t.co/KOUZy0En6e #information #infosec #ransomware #malware #phish #datasecurity #cybercrime #databreach #cryptocurrency #gdpr #iot #hack #privacy #dataprotection #technology #cybersecurity https://t.co/CZRXbTUFOy',b'keepnetlabs',"['security', 'awarenesstraining', 'information', 'infosec', 'ransomware', 'malware', 'phish', 'datasecurity', 'cybercrime', 'databreach', 'cryptocurrency', 'gdpr', 'iot', 'hack', 'privacy', 'dataprotection', 'technology', 'cybersecurity']",626,0,5849,12,3
860401383308091392,2020-11-21 23:30:04,b'Date and time is: Sat 21 Nov 2020 06:30:03 PM EST and current memory usage is: 320.0M of 432.0M or 74.0% Powered by #RaspberryPi #Maker #IoT',b'gpibot_g',"['RaspberryPi', 'Maker', 'IoT']",66,9,69200,1,0
54317231,2020-11-21 23:30:04,b'#AI and the further automation of the #IT sector. \xc2\xbb https://t.co/gmDQnRXvxo    #AI #MachineLearning #ML #BigData #IoT #DeepLearning #Robotics',b'arjenvanberkum',"['AI', 'IT', 'AI', 'MachineLearning', 'ML', 'BigData', 'IoT', 'DeepLearning', 'Robotics']",35873,25902,62583,3,1
1019523186600398848,2020-11-21 23:30:04,b'Modem and tracker reference design accelerate #IoT development The LoRa Basics Modem-E software modem and LoRa https://t.co/iK2SklhP6B #automotive #latestnews https://t.co/fCDtLBdsnU',b'smartcitieselec',"['IoT', 'automotive', 'latestnews']",94,48,8884,0,0
705539763349164032,2020-11-21 23:30:04,b'The Industrial #IoT Data Expansion And The #FutureOfWork  https://t.co/VIkidylSeU by @danielnewmanUV v/ @Forbes #IIoT #Industry40 #BigData Cc @sallyeaves @jblefevre60 @YuHelenYu @helene_wpli @guzmand',b'ipfconline1',"['IoT', 'FutureOfWork', 'IIoT', 'Industry40', 'BigData']",112779,106794,177303,7,11
80817617,2020-11-21 23:30:03,b'Exploring How Computers Work https://t.co/f2hfeV7lIX #programming #softwareengineering #bigdata #datascience #analytics #ai #python #javascript',b'GavLaaaaaaaa',"['programming', 'softwareengineering', 'bigdata', 'datascience', 'analytics', 'ai', 'python', 'javascript']",7130,7011,19509,3,1
525554983,2020-11-21 23:30:00,"b'.@KonicaMinolta Releases FORXAI, the Imaging IoT platform https://t.co/FdhY9gEMMF #IoT #imaging'",b'geoffwilbur',"['IoT', 'imaging']",7461,7684,8921,0,2
130806148,2020-11-21 23:29:47,b'Do These #AI-Created Fake People Look Real to You? https://t.co/wMae01SJk6',b'plefoll',['AI'],3707,4001,43502,5,0
536226482,2020-11-21 23:28:43,"b'Promote any #cryptocurrency, #ico or #blockchain related website - #SEOmicroJobs https://t.co/5Cn6oKqJLq'",b'ViralPromoX',"['cryptocurrency', 'ico', 'blockchain', 'SEOmicroJobs']",15586,364,58576,0,0
3472569974,2020-11-21 23:28:28,"b'CIL issues tenders worth Rs 12,500 cr for transporting 406 mn tonnes coal... Courtesy: Business Standard https://t.co/FCzq4BnyZu Awareness, education &amp; info* https://t.co/iJY9RviTEI Bombay Goods Transport Association #DTiX #BOCI #SIMTA #AIRTRTI #TEUG #RTASG #IoT #Tech #Logistics https://t.co/ZxGDbReyM3'",b'DTiXOrg',"['DTiX', 'BOCI', 'SIMTA', 'AIRTRTI', 'TEUG', 'RTASG', 'IoT', 'Tech', 'Logistics']",525,65,6158,0,1
1329407023251939333,2020-11-21 23:28:21,"b'link. TIME will be the final MEANS OF EXCHANGE, MONEY. It will be recorded on #Blockchain. Until then the #Establishment will continue to divide and rule. #ValueYourTime'",b'ManWithNoLife1',"['Blockchain', 'Establishment', 'ValueYourTime']",1,73,139,0,0
2364102510,2020-11-21 23:27:51,b'The way we train #AI is fundamentally flawed https://t.co/9gq3AYIjM1',b'Dee_TothJones',['AI'],210,718,79,3,0
3937297289,2020-11-21 23:27:26,b'@boxmining I am hyped about $CNTR.  $CNTR will bridge #cefi X #defi by deploying a native #Blockchain integrated with #lending #liquidity pools &amp; #data oracles.  A mega pump soon on @UniswapProtocol https://t.co/EfbpvQG3Ek',b'vsystemacavan',"['cefi', 'defi', 'Blockchain', 'lending', 'liquidity', 'data']",10,23,255,1,4
729754661213884416,2020-11-21 23:27:12,"b'New article: ""Housing market active in Kearney during pandemic | Local News"" has been published on Fintech Zoom - https://t.co/fa1TSOvOXm @FintechZoom #Fintech #Blockchain #Crypto #Cryptocurrency #ICO'",b'FinTechZoom',"['Fintech', 'Blockchain', 'Crypto', 'Cryptocurrency', 'ICO']",4580,360,101229,0,0
856240505826496513,2020-11-21 23:27:03,b'Artificial Intelligence and Robotics ETF (ROBT) at a 52-Week High - Nasdaq: Artificial Intelligence and Robotics ETF (ROBT) at a 52-Week High\xc2\xa0\xc2\xa0Nasdaq https://t.co/4vDeQ2u7N6 #AI #artificialintelligence #Finperform https://t.co/u8BJejanLl',b'SuriyaSubraman',"['AI', 'artificialintelligence', 'Finperform']",4590,3347,279298,2,0
18843840,2020-11-21 23:26:59,b'They look stunningly real at first glance. But they do not exist. https://t.co/u0gJSIKxM2  @nytimes #AI #socialmedia #tech #information #artificialintelligence #deepFake #technology',b'hwingo',"['AI', 'socialmedia', 'tech', 'information', 'artificialintelligence', 'deepFake', 'technology']",11751,11749,38595,2,0
729754661213884416,2020-11-21 23:26:52,"b'New article: ""Your access to this site has been limited"" has been published on Fintech Zoom - https://t.co/if2vqPFPnM @FintechZoom #Fintech #Blockchain #Crypto #Cryptocurrency #ICO'",b'FinTechZoom',"['Fintech', 'Blockchain', 'Crypto', 'Cryptocurrency', 'ICO']",4580,360,101229,0,0
123550126,2020-11-21 23:26:47,b'The Media is corrupt because of all the censorship. We need #blockchain to address this issue.  Luckily @hiveblocks solve this \xf0\x9f\x94\xa5 #HiveFixesThis  @cctip_io airdrop 40 doge 40 #FakeNews https://t.co/xkWAtnqAK1',b'hiro_hive',"['blockchain', 'HiveFixesThis', 'FakeNews']",2045,2131,13939,13,31
1066790545119502337,2020-11-21 23:26:39,b'Airbnb plays blockchain buzz-word bingo in $1B IPO filing with SEC #Blockchain via https://t.co/dk0caya0Oh https://t.co/Aefh9IR8A4',b'SogatecniaI',['Blockchain'],551,1431,27560,0,1
3472569974,2020-11-21 23:26:35,"b'Box shipping rates spike on container shortages &amp; strong demand.. Courtesy: Seatrade Maritime https://t.co/ubooOkr747 Awareness, education &amp; info* https://t.co/Hqci6UVCgS All India Road Transport Research &amp; Technology Institute #DTiX #BOCI #SIMTA #AIRTRTI #TEUG #RTASG #IoT #Tech https://t.co/vnuIyyoQnr'",b'DTiXOrg',"['DTiX', 'BOCI', 'SIMTA', 'AIRTRTI', 'TEUG', 'RTASG', 'IoT', 'Tech']",525,65,6158,0,1
594122953,2020-11-21 23:26:27,"b'""But they do not exist"" nor black people apparently! #AI https://t.co/2r32TNqDGp'",b'ChPandanzyla',['AI'],3015,2155,19736,1,0
124425245,2020-11-21 23:26:24,"b""I found a #cloud #torrent that's awesome ;) @seedrcoil it's FREE just give it a try! https://t.co/S1oTkw9Cgs""",b'a_chokhani',"['cloud', 'torrent']",105,116,2960,1,0
1253329592598712321,2020-11-21 23:26:05,b'Start learning for free by going to https://t.co/fkKEyQsR0Y!\xf0\x9f\x93\xb1\xf0\x9f\x92\xbb#computersecurity #tech #TechTuesday #founders #startups #educationmatters #tuesdayvibes #blacklivesbetter #SocialMediaDay #blockchain #Entrepreneurship https://t.co/aji92JPs0h',b'workschool_co',"['computersecurity', 'tech', 'TechTuesday', 'founders', 'startups', 'educationmatters', 'tuesdayvibes', 'blacklivesbetter', 'SocialMediaDay', 'blockchain', 'Entrepreneurship']",27,69,324,1,2
1131324533519077376,2020-11-21 23:25:59,"b'$EASY was among the most Trending searches on @coingecko last week! \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5  Evidently, @EasyfiNetwork is already gaining huge traction across the #DeFi space. #DeFi has gotten $EASY with @EasyfiNetwork. \xf0\x9f\x91\x8c  #EasyFi #Blockchain #Crypto #DeFi https://t.co/Aq5LCBwoqs'",b'mrrpiusz',"['DeFi', 'DeFi', 'EasyFi', 'Blockchain', 'Crypto', 'DeFi']",551,693,983,2,7
729754661213884416,2020-11-21 23:25:16,"b'New article: ""Dow Jones - Caterpillar Again Named to Dow Jones Sustainability Indices"" has been published on Fintech Zoom - https://t.co/7ksCLo9jj5 @FintechZoom #Fintech #Blockchain #Crypto #Cryptocurrency #ICO'",b'FinTechZoom',"['Fintech', 'Blockchain', 'Crypto', 'Cryptocurrency', 'ICO']",4580,360,101229,0,0
1285226519288147968,2020-11-21 23:25:12,b'@crypto_thai $PLOT @TryPlotX  \xf0\x9f\x9a\x80-The PlotX Liquidity Mining Program is back!  \xf0\x9f\x9a\x80-Listed as one of the Top 15 #DeFi Projects with Growth Potential. \xf0\x9f\x9a\x80-170%+ APY on #yieldFarming  \xf0\x9f\x9a\x80-On-chain community governance already active  #PredictonPlotX #blockchain #Crypto  $BTC $ETH $OCEAN $LINK https://t.co/LrOm3VfN2d',b'Jessacrypto',"['DeFi', 'yieldFarming', 'PredictonPlotX', 'blockchain', 'Crypto']",213,369,509,0,1
1259662348421410816,2020-11-21 23:25:11,"b'WATCH NOW: Episode 3: Independence Day | CoinGeek Roundtable https://t.co/FMNQHKL6MD via @YouTube  Bitcoin SV has a constitution, great wording @Bitcoin_Beyond   #BitcoinSV #BSV #Bitcoin #crypto #blockchain'",b'damxchange',"['BitcoinSV', 'BSV', 'Bitcoin', 'crypto', 'blockchain']",5144,861,4617,1,2
226310002,2020-11-21 23:25:02,b'The Blockchain: How This Next Great Technology Platform Could Help Fight COVID-19   READ MORE: https://t.co/frxOYWB8H5  #Bitcoin #blockchain #BTC #Crypto #cryptocurrency #decentralization #DistributedNetwork #Ethereum #FinTech #Ledger https://t.co/sWgOg2TTb4',b'IAM__Network',"['Bitcoin', 'blockchain', 'BTC', 'Crypto', 'cryptocurrency', 'decentralization', 'DistributedNetwork', 'Ethereum', 'FinTech', 'Ledger']",17931,15485,945147,0,2
1021695529690882048,2020-11-21 23:24:48,b'Naturescapes Slideshow XXXIV https://t.co/tHhoKuAbIo via @YouTube   #nature #naturescapes #photography #clouds #mountains #sun #sunset #birds #cloud',b'KenslowMatthew',"['nature', 'naturescapes', 'photography', 'clouds', 'mountains', 'sun', 'sunset', 'birds', 'cloud']",237,1829,10819,2,1
729754661213884416,2020-11-21 23:24:23,"b'New article: ""Stock Futures - PS5 will get a key visual feature in a future system software update, confirms Sony"" has been published on Fintech Zoom - https://t.co/QbVBEIpm9d @FintechZoom #Fintech #Blockchain #Crypto #Cryptocurrency #ICO'",b'FinTechZoom',"['Fintech', 'Blockchain', 'Crypto', 'Cryptocurrency', 'ICO']",4580,360,101229,0,0
842120626143911939,2020-11-21 23:24:18,"b'With share price outpacing Bitcoin, Riot Blockchain appoints new director #Blockchain #bitcoin via https://t.co/arGOrXVlVe https://t.co/GyEtwFteq4'",b'quasagroup',"['Blockchain', 'bitcoin']",14279,6125,94532,0,0
829831089497718786,2020-11-21 23:24:00,b'Did you know you can earn money and help lower the price of metal packaging? @MetPackToken  Seek for #MPT token on @NewdexOfficial and walk the path towards an enviromentally friendly economy. #crypto #blockchain #recycle  https://t.co/vQp5t2IT9z',b'thenovusphere',"['MPT', 'crypto', 'blockchain', 'recycle']",2044,832,7132,0,4
304757606,2020-11-21 23:24:00,b'Is @IxAmxTomorrow The Next @lilpeep ?  #AsFive #PINTOAWARDS #NewMusicFriday #blockchain #100DaysOfCode #BitrueThanksgiving #ADA #crypto #Airdrop #Crypto #Abijeet #Ethereum #bigdata   @Akademiks @nojumper @SaycheeseDGTL @djenuff @Epic_Records @AtlanticRecords @CapitolRecords https://t.co/UgDYGI7WzR',b'IxAmxTomorrow',"['AsFive', 'PINTOAWARDS', 'NewMusicFriday', 'blockchain', '100DaysOfCode', 'BitrueThanksgiving', 'ADA', 'crypto', 'Airdrop', 'Crypto', 'Abijeet', 'Ethereum', 'bigdata']",3813,2083,9445,20,11
37983966,2020-11-21 23:23:40,b'Pantera Raises $134M for Its Bitcoin Fund  #blockchain #dlike #cryptocurrency https://t.co/ZIv5ptSsad',b'tron_age',"['blockchain', 'dlike', 'cryptocurrency']",6883,2498,103315,0,2
950298994713952257,2020-11-21 23:23:32,b'#xrp tags each 10 seconds ... soon will be each second ... like #covid19  #crypto #cryptocurrency #blockchain #coin #altcoin #btc #bitcoin #ethereum #eth #ripple #xrp #moon #hodl #fomo #money #forex #trading $BTC $ETH $XRP $LTC $BCH #news #fintech #defi #binance #coinbase',b'CryptoAsAWay',"['xrp', 'covid19', 'crypto', 'cryptocurrency', 'blockchain', 'coin', 'altcoin', 'btc', 'bitcoin', 'ethereum', 'eth', 'ripple', 'xrp', 'moon', 'hodl', 'fomo', 'money', 'forex', 'trading', 'news', 'fintech', 'defi', 'binance', 'coinbase']",531,936,17884,0,3
167583519,2020-11-21 23:23:25,b'Clash Finance Lottery is now Live\xf0\x9f\x9a\x80\xf0\x9f\x92\xb0\xf0\x9f\x8f\x86  Click on below link to participate into this amazing #Airdrop\xf0\x9f\x8e\x81  https://t.co/vJMXnh5JKL  \xf0\x9f\x8e\x81 Rewards: 1 CLASH \xf0\x9f\x92\xb0 Value: $ 58 \xf0\x9f\x8f\xa6 Already at Uniswap  #Airdrops #blockchain #cryptocurrency #ICO #bitcoin #Crypto #ETH #giveaway #DeFI',b'Gold_Angie',"['Airdrop', 'Airdrops', 'blockchain', 'cryptocurrency', 'ICO', 'bitcoin', 'Crypto', 'ETH', 'giveaway', 'DeFI']",48,711,501,0,0
729754661213884416,2020-11-21 23:23:20,"b'New article: ""Bitcoin price - Bitcoin: Dollar-cost averaging gives you these three under-performers"" has been published on Fintech Zoom - https://t.co/4RvFrxh2dd @FintechZoom #Fintech #Blockchain #Crypto #Cryptocurrency #ICO https://t.co/kmxb2Wscjp'",b'FinTechZoom',"['Fintech', 'Blockchain', 'Crypto', 'Cryptocurrency', 'ICO']",4580,360,101229,0,0
1049585267772968960,2020-11-21 23:23:03,b'Onward Security Selected by the ioXt Alliance for Authorized Lab Program - Business Wire #IoT #Security  CC:@Ronald_vanLoon https://t.co/7nlGmJqCgb',b'digital_trans4m',"['IoT', 'Security']",4181,4651,64249,0,0
4902207238,2020-11-21 23:22:48,b'IoT Software News &amp; more.. The 10 Coolest IoT Software Companies: The 2020 Internet Of ... https://t.co/9j8EalIlts #Software #IoT',b'software4iot',"['Software', 'IoT']",4474,4699,214230,0,0
729754661213884416,2020-11-21 23:22:21,"b'New article: ""Joe Biden - CBS Reporter Bo Erickson Defended On Social Media For ""Shouting"" Question To President-Elect Joe Biden"" has been published on Fintech Zoom - https://t.co/UIEKgLqXVm @FintechZoom #Fintech #Blockchain #Crypto #Cryptocurrency #ICO https://t.co/nJZs4XQBVG'",b'FinTechZoom',"['Fintech', 'Blockchain', 'Crypto', 'Cryptocurrency', 'ICO']",4580,360,101229,0,0
3472569974,2020-11-21 23:22:17,"b'An independent regulatory agency with powers to penalise pollution can help... Courtesy: Indian Express https://t.co/GTA1VMT6CH Awareness, education &amp; info* https://t.co/kDFGDySy4H Federation of Bombay Motor Transport Operators #DTiX #BOCI #SIMTA #AIRTRTI #TEUG #RTASG #IoT #Tech https://t.co/coUmYjPfH5'",b'DTiXOrg',"['DTiX', 'BOCI', 'SIMTA', 'AIRTRTI', 'TEUG', 'RTASG', 'IoT', 'Tech']",525,65,6158,0,2
16431094,2020-11-21 23:22:00,b'Artificial intelligence helps reveal how people process abstract thought: Study of deep neural networks suggests knowledge comes via sensory experience #womenintech #ai #cto #trailyn https://t.co/DNwg0yLHj4',b'techgenii',"['womenintech', 'ai', 'cto', 'trailyn']",2850,4950,7591,6,3
749600750070861824,2020-11-21 23:21:31,"b'I strongly believe that the future of tech would rely Somuch on data, artificial intelligence and deep machine learning. #AI #bigdata'",b'iamorokgospel',"['AI', 'bigdata']",213,379,1404,4,3
729754661213884416,2020-11-21 23:21:14,"b'New article: ""Apple - The Apple TV remote has yet another alternate option that includes buttons"" has been published on Fintech Zoom - https://t.co/hCZlmWBisd @FintechZoom #Fintech #Blockchain #Crypto #Cryptocurrency #ICO https://t.co/ZlHfBuXgJB'",b'FinTechZoom',"['Fintech', 'Blockchain', 'Crypto', 'Cryptocurrency', 'ICO']",4580,360,101229,1,0
145804807,2020-11-21 23:21:09,b'New AI technique speeds up language models on edge devices https://t.co/DX9bMIN9mh #ai',b'LDonnadieu',['ai'],58581,5582,38828,1,0
31414332,2020-11-21 23:20:30,b'Google Assistant Driving Mode Preview Rolls Out in US After a Year\xe2\x80\x99s Delay https://t.co/xKO7MFttHD #ai #feedly',b'dstamato',"['ai', 'feedly']",1222,2170,27799,1,0
860401383308091392,2020-11-21 23:20:13,"b""Weather at Fort Meade / Tipton, MD - via NOAA's National Weather Service Conditions: Overcast Barometer: 30.36 in (1028.0 mb) Temperature: 59\xc2\xb0 Winds: Calm. The humidity is 59%  Powered by #RaspberryPi #IoT #Maker""",b'gpibot_g',"['RaspberryPi', 'IoT', 'Maker']",66,9,69200,0,1
729754661213884416,2020-11-21 23:20:10,"b'New article: ""Fortnite - A visit with rhythm and update of rankings"" has been published on Fintech Zoom - https://t.co/AoSgw23OaV @FintechZoom #Fintech #Blockchain #Crypto #Cryptocurrency #ICO https://t.co/9bM9WuIKAr'",b'FinTechZoom',"['Fintech', 'Blockchain', 'Crypto', 'Cryptocurrency', 'ICO']",4580,360,101229,0,0
950298994713952257,2020-11-21 23:20:09,b'#china is waking up ... will #fomo $XRP #XRP  #crypto #cryptocurrency #blockchain #coin #altcoin #btc #bitcoin #ethereum #eth #ripple #xrp #moon #hodl #fomo #money #forex #trading $BTC $ETH $XRP $LTC $BCH #news #fintech #defi #binance #coinbase #bitfinex #exchange #breakout',b'CryptoAsAWay',"['china', 'fomo', 'XRP', 'crypto', 'cryptocurrency', 'blockchain', 'coin', 'altcoin', 'btc', 'bitcoin', 'ethereum', 'eth', 'ripple', 'xrp', 'moon', 'hodl', 'fomo', 'money', 'forex', 'trading', 'news', 'fintech', 'defi', 'binance', 'coinbase', 'bitfinex', 'exchange', 'breakout']",531,936,17884,0,2
915247325727006720,2020-11-21 23:20:04,b'Julian Gordon\xe2\x80\x99s WeChat \xe2\x80\x98Hasn\xe2\x80\x99t Stopped Buzzing\xe2\x80\x99 Since Xi Jinping Went Pro-Blockchain  #trading #success @Vault_Swap #vaultswap #Blockchain #DEFI #staking and #Cryptocurrency',b'rubykoroza',"['trading', 'success', 'vaultswap', 'Blockchain', 'DEFI', 'staking', 'Cryptocurrency']",1575,2674,21159,0,0
1035847818731110401,2020-11-21 23:20:03,"b'The new report by Europol, the United Nations Interregional Crime and Justice Research Institute (UNICRI) and Trend Micro highlights current and future threats of AI and how to combat them #AI #ML #AIsecurity  https://t.co/4LhzJFjJax https://t.co/GOge9dBeBq'",b'AISecurityNews',"['AI', 'ML', 'AIsecurity']",2962,1399,404,1,2
903576157685248000,2020-11-21 23:20:03,b'2- How Did Phishing Scams Using Text Messages Occur? https://t.co/sUVddprTJP #cybersecurity #hack #technology #infosec #iot #cybercrime #data #hacked #ai #datasecurity #gdpr #security #Apple #Fraud #phishing #Malware #Ransomware #Covid2019 #security #informationsecurity https://t.co/TK8Q5fHWG0',b'keepnetlabs',"['cybersecurity', 'hack', 'technology', 'infosec', 'iot', 'cybercrime', 'data', 'hacked', 'ai', 'datasecurity', 'gdpr', 'security', 'Apple', 'Fraud', 'phishing', 'Malware', 'Ransomware', 'Covid2019', 'security', 'informationsecurity']",626,0,5849,8,0
34907260,2020-11-21 23:20:02,b'Virtually manufacture https://t.co/TLzelQDaf6 #blockchain @transfr  @CityAM @AnneBoden @antgrasso @sallyeaves @FGraillot @bitcoincashorg @thomaspower @wef @wef4ir @cgledhill @leimer #blockchain #4IR @Finextra @Cointelegraph @CaitlinLong_ @Gemini @tylerwinklevoss @business #esport',b'michaeldacosta',"['blockchain', 'blockchain', '4IR', 'esport']",2526,5001,66628,1,2
31414332,2020-11-21 23:20:00,b'New Fitbit OS Introduces Google Assistant and Makes Alexa Audible on Smartwatches https://t.co/OaAIxtyJQM #ai #feedly',b'dstamato',"['ai', 'feedly']",1222,2170,27799,1,0
15705859,2020-11-21 23:19:54,"b'""By 2025, it is expected that there will be more than 30 billion #IoT connections, almost 4 IoT devices per person on average."" #TeamEricsson https://t.co/ZhUZWwPnyE'",b'Luca_Candaten',"['IoT', 'TeamEricsson']",80,195,2012,0,0
2955626967,2020-11-21 23:19:46,b'This is long everything season #Bitcoin #ALTSEASON #altcoins #Binance #blockchain #XRP',b'lionelhutz2015',"['Bitcoin', 'ALTSEASON', 'altcoins', 'Binance', 'blockchain', 'XRP']",138,1851,5468,0,0
134434122,2020-11-21 23:19:44,"b""Artificial #Intelligence in #Unity A Beginner's Guide  https://t.co/lb9QsDernl #artificialintelligence #AI #computergames #unity #programming #game #development #gamedevelopment https://t.co/LTumJUAZUU""",b'byLilyV',"['Intelligence', 'Unity', 'artificialintelligence', 'AI', 'computergames', 'unity', 'programming', 'game', 'development', 'gamedevelopment']",22748,17462,174335,5,0
318741776,2020-11-21 23:19:34,b'#Facebook says its #AI systems detected 94% of the 22 million pieces of hate speech it has removed https://t.co/T9Cxlx35Xi',b'hnewscookie',"['Facebook', 'AI']",211,118,2502,1,0
1024959511071797248,2020-11-21 23:18:46,b'\xf0\x9f\x94\x84 Prices update in $USD (1 hour):  $EOS   - 3.17 $      (+1.11 %) $IOT    - 0.31 $      (+1.07 %) $ETC    - 6.42 $      (+1.28 %) $NEO   - 17.95 $     (+1.83 %) $DASH  - 92.04 $     (+1.32 %)  #USD #Dollar #EOS #IOT #ETC #NEO #DASH #Trading #Altcoins',b'cryptosUSD',"['USD', 'Dollar', 'EOS', 'IOT', 'ETC', 'NEO', 'DASH', 'Trading', 'Altcoins']",2580,1,37811,0,0
3066065986,2020-11-21 23:18:44,"b'The latest on Civic Tech Daily! https://t.co/9aMk6Y58wv Where we innovate, disrupt, and serve. Thanks to @RedFreckleMama @SkeltonAmanda @CivicTechAfrica #digitaltransformation #ai'",b'imjetlu',"['digitaltransformation', 'ai']",152,431,895,4,2
1287243187531128837,2020-11-21 23:18:35,b'https://t.co/SzaPjPTj2J  Checkout this high earning daily #HTX #Faucet   #Crypto #Blockchain #Defi #Cryptocurrency #Airdrops #Mining #Faucet  https://t.co/SzaPjPTj2J https://t.co/PuFgfbzwHD',b'SoulDoubt42',"['HTX', 'Faucet', 'Crypto', 'Blockchain', 'Defi', 'Cryptocurrency', 'Airdrops', 'Mining', 'Faucet']",125,325,1530,0,0
729754661213884416,2020-11-21 23:18:26,"b'New article: ""Johnson &amp; Johnson - COVID-19 Impact ON Internal Trauma Fixation Device Market Insight and Professional Survey Report 2020"" has been published on Fintech Zoom - https://t.co/LtZ3DZbq3D @FintechZoom #Fintech #Blockchain #Crypto #Cryptocurrency #ICO https://t.co/xSAoOuq5J8'",b'FinTechZoom',"['Fintech', 'Blockchain', 'Crypto', 'Cryptocurrency', 'ICO']",4580,360,101229,0,0
2367320131,2020-11-21 23:18:17,b'Automating UAV Compliance With Blockchain Smart Contracts #Blockchain  https://t.co/tLJg84np7J',b'cybersecboardrm',['Blockchain'],44368,17961,63548,2,0
33418037,2020-11-21 23:18:01,b'Designed to Deceive: Do These People Look Real to You? https://t.co/1unhIVMFVy #ai',b'RDSWEB',['ai'],6030,5538,230877,4,1
2908107542,2020-11-21 23:17:45,"b'\xe2\x80\x9cAt the end of the day, #AI is just another technology that helps Google sell more ads.\xe2\x80\x9d  #GooglePay #bigtech #fintech #payments   cc \xe2\x81\xa6@MicheleTivey\xe2\x81\xa9 \xe2\x81\xa6@Karunk\xe2\x81\xa9 \xe2\x81\xa6@leimer\xe2\x81\xa9 \xe2\x81\xa6@dionlisle\xe2\x81\xa9 \xe2\x81\xa6@richardturrin\xe2\x81\xa9 \xe2\x81\xa6@RShawar\xe2\x81\xa9  https://t.co/lHHEEm4pbh'",b'psb_dc',"['AI', 'GooglePay', 'bigtech', 'fintech', 'payments']",48957,6777,125935,5,8
1265271013442453506,2020-11-21 23:17:23,"b'Community: \xe2\x80\x9cWe got Jetson, we don\xe2\x80\x99t need money we just need you to share your knowledge, tell us what you see in the world and help surface our innovative applications\xe2\x80\x9d \xf0\x9f\x91\x86\xf0\x9f\x8f\xbeYES! Let\xe2\x80\x99s show them that AI innovation happens from Africa too  #AI #NVIDIA #Jetson #Africa #Developers https://t.co/8QNjDRQFuc'",b'KallotKate',"['AI', 'NVIDIA', 'Jetson', 'Africa', 'Developers']",211,371,83,3,9
729754661213884416,2020-11-21 23:17:09,"b'New article: ""Covid-19 : Covid-19 Live Updates: Coronavirus Dominates G20 Summit"" has been published on Fintech Zoom - https://t.co/oB6BLhB9pw @FintechZoom #Fintech #Blockchain #Crypto #Cryptocurrency #ICO https://t.co/32zsi7CX2D'",b'FinTechZoom',"['Fintech', 'Blockchain', 'Crypto', 'Cryptocurrency', 'ICO']",4580,360,101229,0,0
1323513182019756036,2020-11-21 23:16:45,"b'\xf0\x9f\x9a\x80PUSD Airdrop &amp; Contest\xf0\x9f\x9a\x80 \xf0\x9f\x8e\x89distri: Jan 2, 2021 \xf0\x9f\x8e\x89  \xf0\x9f\x92\xb0Get up to $100 in PUSD Token\xf0\x9f\x92\xb0  \xf0\x9f\x93\x8c Simple Task\xf0\x9f\x93\x8c \xe2\x96\xaa\xef\xb8\x8fHuman Control \xe2\x96\xaa\xef\xb8\x8fSocial tasks \xe2\x96\xaa\xef\xb8\x8fSubmit your ERC-20 (ETH) Wallet  Join link \xf0\x9f\x91\x87 https://t.co/fbO8JDBKlJ \xf0\x9f\x91\x86 #Airdrop #PUSD #Blockchain #Ethereum'",b'BedjoBocah',"['Airdrop', 'PUSD', 'Blockchain', 'Ethereum']",410,723,59,0,1
14115563,2020-11-21 23:16:39,b'Great piece about the creepiness and fallibility of #AI photo recognition and fake photo creation via @NYTimes https://t.co/zEnQhy2qgw',b'ahmednassef',['AI'],3458,307,3773,2,0
1035847818731110401,2020-11-21 23:16:34,b'93% of security operations centers employing AI and machine learning tools to detect advanced threats. #AI #ML #AIsecurity  https://t.co/DDuFAozB2j',b'AISecurityNews',"['AI', 'ML', 'AIsecurity']",2962,1399,404,1,2
